,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
16418,ATL,11/18/14,ATL vs. LAL,L,239,109,41,85,48.2,9,27,33.3,18,23,78.3,13,25,38,22,7,3,10,17,-5.0,0.5352941176470588,0.27058823529411763,9.512937595129376
16421,BKN,11/17/14,BKN vs. MIA,L,240,83,29,70,41.4,9,23,39.1,16,26,61.5,11,24,35,18,10,5,12,19,-12.0,0.4785714285714286,0.37142857142857144,12.842465753424658
16424,SAS,11/17/14,SAS vs. PHI,W,240,100,36,81,44.4,10,26,38.5,18,21,85.7,6,46,52,27,9,8,17,17,25.0,0.5061728395061729,0.25925925925925924,15.85229392017904
16426,MEM,11/17/14,MEM vs. HOU,W,239,119,46,86,53.5,7,17,41.2,20,22,90.9,10,28,38,27,14,5,10,19,26.0,0.5755813953488372,0.2558139534883721,9.462528387585161
16428,BOS,11/17/14,BOS vs. PHX,L,241,114,45,87,51.7,4,10,40.0,20,31,64.5,11,33,44,28,10,4,18,19,-4.0,0.5402298850574713,0.3563218390804598,15.171948752528658
16430,LAC,11/17/14,LAC vs. CHI,L,240,89,36,81,44.4,7,23,30.4,10,22,45.5,9,31,40,20,2,5,12,21,-16.0,0.4876543209876543,0.2716049382716049,11.68679392286716
16431,DET,11/17/14,DET vs. ORL,L,240,93,32,80,40.0,11,24,45.8,18,24,75.0,10,31,41,17,5,4,14,19,-14.0,0.46875,0.3,13.389441469013006
16433,CHA,11/17/14,CHA vs. DAL,L,240,80,32,80,40.0,10,22,45.5,6,13,46.2,7,28,35,22,1,3,11,17,-27.0,0.4625,0.1625,11.373035566583955
16435,POR,11/17/14,POR vs. NOP,W,241,102,38,76,50.0,7,19,36.8,19,23,82.6,10,33,43,20,7,1,18,21,9.0,0.5460526315789473,0.3026315789473684,17.287744909719553
16437,CLE,11/17/14,CLE vs. DEN,L,239,97,34,79,43.0,10,29,34.5,19,23,82.6,9,33,42,18,7,8,15,15,-9.0,0.4936708860759494,0.2911392405063291,14.40645409143296
16439,LAL,11/16/14,LAL vs. GSW,L,240,115,39,99,39.4,3,16,18.8,34,43,79.1,20,28,48,17,9,4,7,27,-21.0,0.4090909090909091,0.43434343434343436,5.603586295228946
16440,OKC,11/16/14,OKC vs. HOU,L,241,65,20,68,29.4,3,19,15.8,22,28,78.6,11,34,45,14,6,15,15,30,-4.0,0.3161764705882353,0.4117647058823529,15.736466638690727
16442,NYK,11/16/14,NYK vs. DEN,W,240,109,41,76,53.9,6,14,42.9,21,27,77.8,8,35,43,16,9,3,15,22,16.0,0.5789473684210527,0.35526315789473684,14.580093312597201
16443,MIA,11/16/14,MIA vs. MIL,L,240,84,30,73,41.1,11,25,44.0,13,22,59.1,6,34,40,19,10,6,17,20,-7.0,0.4863013698630137,0.3013698630136986,17.0545746388443
16447,POR,11/15/14,POR vs. BKN,W,240,97,33,78,42.3,11,26,42.3,20,27,74.1,13,34,47,26,6,3,14,16,10.0,0.4935897435897436,0.34615384615384615,13.477088948787063
16450,TOR,11/15/14,TOR vs. UTA,W,240,111,43,84,51.2,8,21,38.1,17,23,73.9,13,29,42,15,6,5,8,19,18.0,0.5595238095238095,0.27380952380952384,7.833920877399138
16451,DAL,11/15/14,DAL vs. MIN,W,241,131,52,94,55.3,8,26,30.8,19,23,82.6,12,28,40,31,5,10,7,24,14.0,0.5957446808510638,0.24468085106382978,6.2994960403167735
16453,CHI,11/15/14,CHI vs. IND,L,240,90,35,83,42.2,4,17,23.5,16,23,69.6,10,24,34,18,6,7,13,19,-9.0,0.4457831325301205,0.27710843373493976,12.25028269883151
16456,CLE,11/15/14,CLE vs. ATL,W,239,127,49,90,54.4,19,31,61.3,10,13,76.9,12,35,47,39,12,2,13,14,33.0,0.65,0.14444444444444443,11.957321559970566
16458,MEM,11/15/14,MEM vs. DET,W,240,95,32,86,37.2,4,15,26.7,27,33,81.8,18,35,53,18,5,4,8,18,7.0,0.3953488372093023,0.38372093023255816,7.371913011426466
16460,SAC,11/15/14,SAC vs. SAS,W,240,94,37,86,43.0,0,12,0.0,20,24,83.3,8,34,42,19,5,6,9,18,3.0,0.43023255813953487,0.27906976744186046,8.525956801818872
16461,LAC,11/15/14,LAC vs. PHX,W,239,120,36,68,52.9,14,29,48.3,34,43,79.1,4,43,47,24,5,12,20,26,13.0,0.6323529411764706,0.6323529411764706,18.70557426112982
16464,WAS,11/15/14,WAS vs. ORL,W,240,98,42,84,50.0,3,10,30.0,11,16,68.8,9,31,40,31,5,8,11,16,5.0,0.5178571428571429,0.19047619047619047,10.780086240689926
16466,GSW,11/15/14,GSW vs. CHA,W,240,112,45,87,51.7,11,26,42.3,11,14,78.6,11,40,51,30,7,3,14,25,25.0,0.5804597701149425,0.16091954022988506,13.064576334453154
16467,LAL,11/14/14,LAL vs. SAS,L,239,80,28,75,37.3,2,12,16.7,22,31,71.0,11,35,46,17,6,5,13,13,-13.0,0.38666666666666666,0.41333333333333333,12.790240062967337
16468,PHX,11/14/14,PHX vs. CHA,L,240,95,37,86,43.0,8,29,27.6,13,14,92.9,11,34,45,16,3,6,11,23,-8.0,0.47674418604651164,0.16279069767441862,10.663047692904225
16469,BOS,11/14/14,BOS vs. CLE,L,240,121,48,88,54.5,6,20,30.0,19,23,82.6,8,31,39,32,7,1,14,26,-1.0,0.5795454545454546,0.26136363636363635,12.48662147698894
16472,ATL,11/14/14,ATL vs. MIA,W,240,114,42,75,56.0,11,28,39.3,19,23,82.6,3,33,36,33,10,5,13,20,11.0,0.6333333333333333,0.30666666666666664,13.249082755809214
16473,IND,11/14/14,IND vs. DEN,L,240,87,34,84,40.5,8,22,36.4,11,22,50.0,11,31,42,17,2,7,13,19,-21.0,0.4523809523809524,0.2619047619047619,12.185976752905885
16476,HOU,11/14/14,HOU vs. PHI,W,240,88,29,78,37.2,7,34,20.6,23,37,62.2,13,34,47,16,17,11,21,25,1.0,0.4166666666666667,0.47435897435897434,18.216516308119363
16477,NOP,11/14/14,NOP vs. MIN,W,240,139,56,84,66.7,15,20,75.0,12,16,75.0,3,31,34,31,13,3,13,30,48.0,0.7559523809523809,0.19047619047619047,12.49519415609381
16481,NYK,11/14/14,NYK vs. UTA,L,240,100,39,82,47.6,5,8,62.5,17,20,85.0,7,24,31,15,12,1,8,26,-2.0,0.5060975609756098,0.24390243902439024,8.097165991902834
16484,ORL,11/14/14,ORL vs. MIL,W,240,101,35,80,43.8,10,24,41.7,21,27,77.8,10,35,45,22,7,3,15,15,16.0,0.5,0.3375,14.034431137724551
16485,OKC,11/14/14,OKC vs. DET,L,266,89,38,96,39.6,12,36,33.3,1,6,16.7,10,32,42,23,9,7,14,23,-7.0,0.4583333333333333,0.0625,12.428977272727272
16487,GSW,11/13/14,GSW vs. BKN,W,240,107,41,90,45.6,11,34,32.4,14,21,66.7,14,31,45,30,7,10,10,16,8.0,0.5166666666666667,0.23333333333333334,9.154155986818017
16488,TOR,11/13/14,TOR vs. CHI,L,240,93,35,89,39.3,8,25,32.0,15,21,71.4,13,25,38,17,11,7,14,28,-7.0,0.43820224719101125,0.23595505617977527,12.473271560940843
16491,MEM,11/13/14,MEM vs. SAC,W,240,111,39,77,50.6,6,9,66.7,27,34,79.4,8,22,30,24,9,4,9,25,1.0,0.5454545454545454,0.44155844155844154,8.914421553090332
16493,DAL,11/13/14,DAL vs. PHI,W,239,123,41,80,51.3,11,32,34.4,30,36,83.3,9,42,51,33,14,5,15,25,53.0,0.58125,0.45,13.533020570191267
16495,DEN,11/12/14,DEN vs. POR,L,240,113,39,90,43.3,8,23,34.8,27,33,81.8,15,32,47,21,10,2,12,24,-17.0,0.4777777777777778,0.36666666666666664,10.298661174047375
16497,MIA,11/12/14,MIA vs. IND,L,241,75,29,68,42.6,9,20,45.0,8,18,44.4,6,22,28,18,11,5,9,18,-6.0,0.49264705882352944,0.2647058823529412,10.598210080075365
16498,ATL,11/12/14,ATL vs. UTA,W,240,100,39,76,51.3,9,20,45.0,13,18,72.2,13,33,46,23,8,4,18,12,3.0,0.5723684210526315,0.23684210526315788,17.660910518053374
16499,BOS,11/12/14,BOS vs. OKC,L,241,94,37,83,44.6,9,33,27.3,11,13,84.6,7,28,35,28,5,3,8,20,-15.0,0.5,0.1566265060240964,8.271298593879239
16503,NYK,11/12/14,NYK vs. ORL,L,239,95,37,86,43.0,8,23,34.8,13,14,92.9,11,29,40,17,2,6,7,27,-2.0,0.47674418604651164,0.16279069767441862,7.059298104074224
16505,NOP,11/12/14,NOP vs. LAL,W,241,109,45,82,54.9,8,19,42.1,11,18,61.1,8,36,44,27,3,12,13,24,7.0,0.5975609756097561,0.21951219512195122,12.631169840652934
16507,MIN,11/12/14,MIN vs. HOU,L,240,101,36,81,44.4,6,12,50.0,23,30,76.7,9,32,41,22,6,6,13,17,-12.0,0.48148148148148145,0.37037037037037035,12.126865671641792
16508,PHX,11/12/14,PHX vs. BKN,W,241,112,39,81,48.1,8,24,33.3,26,29,89.7,12,32,44,20,10,2,20,22,8.0,0.5308641975308642,0.35802469135802467,17.580872011251756
16509,WAS,11/12/14,WAS vs. DET,W,240,107,40,83,48.2,3,11,27.3,24,33,72.7,11,35,46,27,10,6,11,22,4.0,0.5,0.39759036144578314,10.13638039071139
16515,MEM,11/11/14,MEM vs. LAL,W,240,107,41,78,52.6,4,11,36.4,21,26,80.8,12,26,38,21,8,2,13,18,5.0,0.5512820512820513,0.3333333333333333,12.690355329949238
16516,POR,11/11/14,POR vs. CHA,W,241,102,40,93,43.0,8,25,32.0,14,16,87.5,15,33,48,25,6,4,12,21,2.0,0.4731182795698925,0.17204301075268819,10.71046054980364
16519,DAL,11/11/14,DAL vs. SAC,W,240,106,38,80,47.5,10,27,37.0,20,24,83.3,9,24,33,23,8,8,11,29,8.0,0.5375,0.3,10.831035840882237
16520,GSW,11/11/14,GSW vs. SAS,L,241,100,38,70,54.3,7,20,35.0,17,20,85.0,1,37,38,23,5,4,19,16,-13.0,0.5928571428571429,0.2857142857142857,19.427402862985684
16521,MIL,11/11/14,MIL vs. OKC,W,240,85,33,81,40.7,3,15,20.0,16,24,66.7,14,37,51,18,5,6,16,22,7.0,0.42592592592592593,0.2962962962962963,14.875418371141688
16524,TOR,11/11/14,TOR vs. ORL,W,240,104,35,77,45.5,9,21,42.9,25,30,83.3,5,35,40,16,9,1,12,17,4.0,0.512987012987013,0.38961038961038963,11.741682974559687
16526,IND,11/10/14,IND vs. UTA,W,241,97,39,90,43.3,6,15,40.0,13,15,86.7,13,31,44,16,3,3,7,19,11.0,0.4666666666666667,0.16666666666666666,6.756756756756757
16529,NYK,11/10/14,NYK vs. ATL,L,239,85,36,83,43.4,6,26,23.1,7,12,58.3,11,29,40,23,4,2,15,26,-6.0,0.46987951807228917,0.14457831325301204,14.523625096824166
16530,CLE,11/10/14,CLE vs. NOP,W,241,118,40,81,49.4,13,27,48.1,25,30,83.3,12,33,45,26,3,5,9,13,7.0,0.5740740740740741,0.37037037037037035,8.720930232558139
16531,LAC,11/10/14,LAC vs. SAS,L,240,85,33,74,44.6,5,22,22.7,14,17,82.4,8,36,44,26,6,8,15,20,-4.0,0.4797297297297297,0.22972972972972974,15.547263681592039
16532,CHI,11/10/14,CHI vs. DET,W,240,102,39,88,44.3,7,20,35.0,17,20,85.0,9,40,49,22,6,8,10,19,11.0,0.48295454545454547,0.22727272727272727,9.363295880149813
16535,DET,11/9/14,DET vs. UTA,L,241,96,36,93,38.7,6,23,26.1,18,25,72.0,18,33,51,19,6,2,11,22,-1.0,0.41935483870967744,0.26881720430107525,9.565217391304348
16540,BKN,11/9/14,BKN vs. ORL,W,240,104,40,83,48.2,4,14,28.6,20,23,87.0,14,31,45,23,10,5,14,21,8.0,0.5060240963855421,0.27710843373493976,13.069454817027632
16541,OKC,11/9/14,OKC vs. SAC,W,240,101,36,78,46.2,6,18,33.3,23,27,85.2,11,29,40,16,5,6,14,22,8.0,0.5,0.34615384615384615,13.477088948787063
16543,POR,11/9/14,POR vs. DEN,W,240,116,45,100,45.0,16,31,51.6,10,14,71.4,16,35,51,27,7,11,10,21,16.0,0.53,0.14,8.608815426997246
16544,TOR,11/9/14,TOR vs. PHI,W,241,120,43,76,56.6,7,17,41.2,27,30,90.0,4,35,39,23,12,8,20,17,32.0,0.6118421052631579,0.39473684210526316,18.315018315018314
16546,PHX,11/9/14,PHX vs. GSW,W,240,107,34,79,43.0,12,30,40.0,27,33,81.8,9,30,39,17,9,2,21,19,12.0,0.5063291139240507,0.4177215189873418,18.337408312958438
16548,DAL,11/9/14,DAL vs. MIA,L,240,96,35,83,42.2,9,29,31.0,17,24,70.8,15,26,41,22,8,7,13,15,-9.0,0.4759036144578313,0.2891566265060241,12.1996996996997
16550,LAL,11/9/14,LAL vs. CHA,W,239,107,42,82,51.2,6,17,35.3,17,22,77.3,8,30,38,28,8,2,11,23,15.0,0.5487804878048781,0.2682926829268293,10.712894429294897
16552,IND,11/8/14,IND vs. WAS,L,240,90,33,77,42.9,8,24,33.3,16,25,64.0,8,30,38,11,5,3,18,24,-7.0,0.4805194805194805,0.3246753246753247,16.9811320754717
16553,LAC,11/8/14,LAC vs. POR,W,239,106,40,81,49.4,5,12,41.7,21,30,70.0,8,29,37,17,8,4,7,19,4.0,0.5246913580246914,0.37037037037037035,6.91699604743083
16554,MIA,11/8/14,MIA vs. MIN,W,242,102,41,78,52.6,5,13,38.5,15,17,88.2,6,34,40,26,8,2,14,19,10.0,0.5576923076923077,0.21794871794871795,14.073180538801768
16558,MIL,11/8/14,MIL vs. MEM,W,239,93,40,88,45.5,5,18,27.8,8,11,72.7,16,27,43,24,7,4,16,24,1.0,0.48295454545454547,0.125,14.700477765527378
16560,SAS,11/8/14,SAS vs. NOP,L,243,99,36,80,45.0,5,18,27.8,22,29,75.9,17,32,49,15,4,7,18,17,-1.0,0.48125,0.3625,16.25135427952329
16561,HOU,11/8/14,HOU vs. GSW,L,239,87,30,86,34.9,10,42,23.8,17,21,81.0,16,30,46,13,14,0,22,17,-11.0,0.4069767441860465,0.2441860465116279,18.76492664619584
16562,ATL,11/8/14,ATL vs. NYK,W,240,103,33,81,40.7,9,22,40.9,28,36,77.8,12,29,41,18,10,5,8,17,7.0,0.46296296296296297,0.4444444444444444,7.630675314765356
16565,CHI,11/8/14,CHI vs. BOS,L,239,101,42,92,45.7,8,18,44.4,9,15,60.0,11,27,38,26,5,2,8,16,-5.0,0.5,0.16304347826086957,7.5046904315197
16568,DEN,11/7/14,DEN vs. CLE,L,242,101,40,85,47.1,11,29,37.9,10,15,66.7,8,34,42,22,5,5,13,22,-9.0,0.5352941176470588,0.17647058823529413,12.4282982791587
16571,PHX,11/7/14,PHX vs. SAC,L,289,112,42,98,42.9,10,31,32.3,18,25,72.0,9,33,42,19,7,7,12,33,-2.0,0.47959183673469385,0.25510204081632654,9.917355371900827
16572,UTA,11/7/14,UTA vs. DAL,L,242,82,29,68,42.6,9,28,32.1,15,19,78.9,9,32,41,19,4,6,21,17,-23.0,0.49264705882352944,0.27941176470588236,21.569433032046014
16574,ORL,11/7/14,ORL vs. MIN,W,266,112,46,91,50.5,5,10,50.0,15,19,78.9,12,40,52,19,5,6,21,27,9.0,0.532967032967033,0.2087912087912088,17.44765702891326
16578,OKC,11/7/14,OKC vs. MEM,L,239,89,37,79,46.8,12,25,48.0,3,11,27.3,10,34,44,16,3,1,17,18,-2.0,0.5443037974683544,0.13924050632911392,16.85838952796509
16582,CHA,11/7/14,CHA vs. ATL,W,289,122,48,97,49.5,6,21,28.6,20,27,74.1,11,40,51,31,6,7,19,30,3.0,0.5257731958762887,0.27835051546391754,14.857679074132
16583,DET,11/7/14,DET vs. MIL,W,240,98,37,75,49.3,11,23,47.8,13,24,54.2,12,28,40,18,7,5,18,24,3.0,0.5666666666666667,0.32,17.381228273464657
16585,TOR,11/7/14,TOR vs. WAS,W,240,103,35,80,43.8,9,22,40.9,24,31,77.4,10,39,49,19,5,3,13,27,19.0,0.49375,0.3875,12.190547636909226
16586,BKN,11/7/14,BKN vs. NYK,W,240,110,38,74,51.4,14,24,58.3,20,26,76.9,7,35,42,18,6,6,16,24,11.0,0.6081081081081081,0.35135135135135137,15.772870662460567
16587,PHI,11/7/14,PHI vs. CHI,L,240,115,43,91,47.3,12,30,40.0,17,25,68.0,17,25,42,29,7,2,12,29,-3.0,0.5384615384615384,0.27472527472527475,10.526315789473683
16588,BOS,11/7/14,BOS vs. IND,W,240,101,39,85,45.9,9,27,33.3,14,16,87.5,9,29,38,26,6,3,12,19,3.0,0.5117647058823529,0.18823529411764706,11.534025374855823
16589,POR,11/6/14,POR vs. DAL,W,239,108,40,77,51.9,12,30,40.0,16,19,84.2,12,41,53,25,3,6,17,21,21.0,0.5974025974025974,0.24675324675324675,16.608050019538883
16592,HOU,11/6/14,HOU vs. SAS,W,239,98,34,72,47.2,10,27,37.0,20,33,60.6,8,36,44,18,7,6,21,20,17.0,0.5416666666666666,0.4583333333333333,19.53125
16594,WAS,11/5/14,WAS vs. IND,W,265,96,34,91,37.4,7,17,41.2,21,23,91.3,7,36,43,24,7,7,12,22,2.0,0.41208791208791207,0.25274725274725274,10.608203677510609
16595,PHX,11/5/14,PHX vs. MEM,L,241,91,32,69,46.4,8,21,38.1,19,21,90.5,5,30,35,13,11,4,18,20,-11.0,0.5217391304347826,0.30434782608695654,18.703241895261847
16596,DET,11/5/14,DET vs. NYK,W,241,98,32,87,36.8,11,23,47.8,23,33,69.7,19,36,55,17,5,4,8,16,3.0,0.43103448275862066,0.3793103448275862,7.304601899196495
16597,SAC,11/5/14,SAC vs. DEN,W,240,131,42,76,55.3,8,20,40.0,39,50,78.0,9,31,40,21,8,3,13,30,22.0,0.6052631578947368,0.6578947368421053,11.711711711711711
16599,BKN,11/5/14,BKN vs. MIN,L,241,91,36,82,43.9,8,21,38.1,11,17,64.7,7,35,42,17,6,5,18,22,-7.0,0.4878048780487805,0.2073170731707317,16.747301823595087
16600,CHA,11/5/14,CHA vs. MIA,W,239,96,35,82,42.7,5,18,27.8,21,29,72.4,13,36,49,23,4,9,12,24,7.0,0.4573170731707317,0.35365853658536583,11.240164855751217
16601,UTA,11/5/14,UTA vs. CLE,W,241,102,39,77,50.6,7,21,33.3,17,22,77.3,13,28,41,26,3,8,12,26,2.0,0.551948051948052,0.2857142857142857,12.160518848804216
16602,SAS,11/5/14,SAS vs. ATL,W,241,94,31,69,44.9,5,17,29.4,27,38,71.1,11,39,50,25,7,9,19,15,2.0,0.4855072463768116,0.5507246376811594,18.143621084797555
16605,BOS,11/5/14,BOS vs. TOR,L,240,107,40,78,51.3,10,26,38.5,17,18,94.4,17,38,55,22,5,3,27,25,-3.0,0.5769230769230769,0.23076923076923078,23.910733262486715
16609,GSW,11/5/14,GSW vs. LAC,W,241,121,43,74,58.1,15,25,60.0,20,20,100.0,4,35,39,29,7,3,23,22,17.0,0.6824324324324325,0.2702702702702703,21.73913043478261
16610,MIL,11/5/14,MIL vs. CHI,L,241,86,33,89,37.1,3,15,20.0,17,20,85.0,18,32,50,19,10,3,14,28,-9.0,0.38764044943820225,0.2247191011235955,12.522361359570663
16615,PHI,11/5/14,PHI vs. ORL,L,240,89,33,77,42.9,8,25,32.0,15,23,65.2,6,32,38,22,12,12,20,18,-2.0,0.4805194805194805,0.2987012987012987,18.670649738610905
16617,TOR,11/4/14,TOR vs. OKC,W,241,100,32,81,39.5,8,31,25.8,28,33,84.8,12,27,39,23,6,3,10,24,12.0,0.4444444444444444,0.4074074074074074,9.476876421531463
16619,CHI,11/4/14,CHI vs. ORL,W,240,98,35,75,46.7,7,15,46.7,21,27,77.8,10,34,44,23,6,9,12,18,8.0,0.5133333333333333,0.36,12.135922330097088
16623,MIA,11/4/14,MIA vs. HOU,L,238,91,31,74,41.9,12,28,42.9,17,27,63.0,13,21,34,16,7,2,15,21,-17.0,0.5,0.36486486486486486,14.869151467089612
16624,NOP,11/4/14,NOP vs. CHA,W,240,100,38,81,46.9,5,18,27.8,19,19,100.0,11,36,47,26,5,6,12,19,9.0,0.5,0.2345679012345679,11.838989739542226
16627,LAL,11/4/14,LAL vs. PHX,L,239,106,35,88,39.8,6,16,37.5,30,41,73.2,18,31,49,16,7,8,12,25,-6.0,0.4318181818181818,0.4659090909090909,10.166045408336158
16629,POR,11/4/14,POR vs. CLE,W,238,101,37,75,49.3,8,25,32.0,19,25,76.0,9,39,48,21,7,4,11,20,19.0,0.5466666666666666,0.3333333333333333,11.34020618556701
16630,IND,11/4/14,IND vs. MIL,L,241,81,31,78,39.7,6,24,25.0,13,22,59.1,15,32,47,14,4,9,17,17,-6.0,0.4358974358974359,0.28205128205128205,16.239969430645775
16632,NYK,11/4/14,NYK vs. WAS,L,240,83,30,81,37.0,8,15,53.3,15,19,78.9,15,28,43,16,5,4,18,23,-15.0,0.41975308641975306,0.2345679012345679,16.76602086438152
16634,PHI,11/3/14,PHI vs. HOU,L,239,93,33,74,44.6,11,22,50.0,16,23,69.6,6,25,31,19,12,4,17,20,-11.0,0.5202702702702703,0.3108108108108108,16.81170886075949
16635,LAC,11/3/14,LAC vs. UTA,W,240,107,41,81,50.6,10,23,43.5,15,17,88.2,5,30,35,28,6,6,10,17,6.0,0.5679012345679012,0.20987654320987653,10.154346060113728
16637,MEM,11/3/14,MEM vs. NOP,W,239,93,31,76,40.8,4,14,28.6,27,37,73.0,9,43,52,19,5,6,11,24,12.0,0.4342105263157895,0.4868421052631579,10.650658404337722
16638,BKN,11/3/14,BKN vs. OKC,W,243,116,44,84,52.4,11,23,47.8,17,19,89.5,9,33,42,25,11,3,8,21,31.0,0.5892857142857143,0.2261904761904762,7.971303308090873
16640,DEN,11/3/14,DEN vs. SAC,L,240,105,36,93,38.7,5,24,20.8,28,33,84.8,15,27,42,22,4,7,15,35,-5.0,0.41397849462365593,0.3548387096774194,12.242899118511264
16643,DAL,11/3/14,DAL vs. BOS,W,242,118,44,82,53.7,14,25,56.0,16,20,80.0,7,29,36,24,5,9,17,17,5.0,0.6219512195121951,0.24390243902439024,15.769944341372913
16645,LAC,11/2/14,LAC vs. SAC,L,241,92,33,88,37.5,9,31,29.0,17,21,81.0,11,24,35,23,10,7,8,25,-6.0,0.42613636363636365,0.23863636363636365,7.601672367920943
16650,NYK,11/2/14,NYK vs. CHA,W,240,96,39,78,50.0,8,16,50.0,10,17,58.8,8,27,35,23,5,0,12,26,3.0,0.5512820512820513,0.21794871794871795,12.310217480508822
16651,MIA,11/2/14,MIA vs. TOR,W,239,107,35,70,50.0,9,24,37.5,28,38,73.7,11,32,43,22,6,6,16,29,5.0,0.5642857142857143,0.5428571428571428,15.57632398753894
16652,POR,11/2/14,POR vs. GSW,L,240,90,37,92,40.2,7,27,25.9,9,14,64.3,17,39,56,20,9,2,19,19,-5.0,0.44021739130434784,0.15217391304347827,16.217138955274837
16657,PHI,11/1/14,PHI vs. MIA,L,239,96,35,67,52.2,7,23,30.4,19,26,73.1,4,33,37,28,9,10,24,21,-18.0,0.5746268656716418,0.3880597014925373,23.42834830144475
16659,MIN,11/1/14,MIN vs. CHI,L,242,105,38,85,44.7,4,12,33.3,25,31,80.6,13,29,42,26,9,4,10,29,-1.0,0.47058823529411764,0.36470588235294116,9.204712812960237
16660,CHA,11/1/14,CHA vs. MEM,L,240,69,26,72,36.1,4,14,28.6,13,18,72.2,5,39,44,17,10,4,20,16,-2.0,0.3888888888888889,0.25,20.0160128102482
16661,ORL,11/1/14,ORL vs. TOR,L,240,95,38,81,46.9,7,20,35.0,12,24,50.0,9,31,40,25,3,7,14,37,-13.0,0.5123456790123457,0.2962962962962963,13.26259946949602
16662,GSW,11/1/14,GSW vs. LAL,W,239,127,46,83,55.4,11,23,47.8,24,28,85.7,12,31,43,30,10,4,20,26,23.0,0.6204819277108434,0.3373493975903614,17.34304543877905
16664,DET,11/1/14,DET vs. BKN,L,241,90,32,76,42.1,1,17,5.9,25,35,71.4,10,31,41,21,3,3,7,15,-12.0,0.4276315789473684,0.4605263157894737,7.113821138211382
16666,UTA,11/1/14,UTA vs. PHX,W,241,118,42,88,47.7,7,26,26.9,27,33,81.8,13,39,52,19,10,6,13,15,27.0,0.5170454545454546,0.375,11.253462603878116
16670,ATL,11/1/14,ATL vs. IND,W,240,102,35,69,50.7,7,20,35.0,25,33,75.8,3,34,37,26,10,6,12,20,10.0,0.5579710144927537,0.4782608695652174,12.562814070351761
16672,WAS,11/1/14,WAS vs. MIL,W,241,108,40,73,54.8,4,13,30.8,24,33,72.7,6,28,34,28,18,5,19,21,11.0,0.5753424657534246,0.4520547945205479,17.837025910627112
16674,OKC,11/1/14,OKC vs. DEN,W,241,102,37,80,46.3,6,20,30.0,22,31,71.0,6,35,41,24,8,6,13,20,11.0,0.5,0.3875,12.190547636909226
16675,NOP,11/1/14,NOP vs. DAL,L,240,104,38,89,42.7,7,19,36.8,21,28,75.0,14,33,47,24,8,4,13,19,-5.0,0.46629213483146065,0.3146067415730337,11.371588523442968
16676,HOU,11/1/14,HOU vs. BOS,W,241,104,32,76,42.1,12,34,35.3,28,40,70.0,10,39,49,20,9,8,17,24,14.0,0.5,0.5263157894736842,15.370705244122968
16677,SAC,10/31/14,SAC vs. POR,W,240,103,34,81,42.0,4,10,40.0,31,35,88.6,14,35,49,14,6,2,10,24,9.0,0.4444444444444444,0.43209876543209874,9.398496240601503
16683,CHI,10/31/14,CHI vs. CLE,L,265,108,41,90,45.6,13,31,41.9,13,17,76.5,11,31,42,25,4,14,19,28,-6.0,0.5277777777777778,0.18888888888888888,16.311813186813186
16684,IND,10/31/14,IND vs. MEM,L,241,89,34,74,45.9,8,21,38.1,13,16,81.3,11,35,46,19,5,3,18,15,-8.0,0.5135135135135135,0.21621621621621623,18.174474959612276
16686,LAL,10/31/14,LAL vs. LAC,L,240,111,42,82,51.2,7,20,35.0,20,28,71.4,9,31,40,24,5,2,14,35,-7.0,0.5548780487804879,0.34146341463414637,12.92466765140325
16687,MIL,10/31/14,MIL vs. PHI,W,240,93,36,88,40.9,9,24,37.5,12,21,57.1,15,40,55,25,10,11,18,19,12.0,0.4602272727272727,0.23863636363636365,15.619576535925026
16688,PHX,10/31/14,PHX vs. SAS,W,240,94,35,87,40.2,2,18,11.1,22,26,84.6,12,38,50,15,2,5,7,21,5.0,0.41379310344827586,0.2988505747126437,6.638846737481032
16690,DAL,10/30/14,DAL vs. UTA,W,241,120,47,85,55.3,8,21,38.1,18,23,78.3,13,31,44,25,8,5,9,15,18.0,0.6,0.27058823529411763,8.643872454859777
16691,CLE,10/30/14,CLE vs. NYK,L,240,90,32,70,45.7,9,24,37.5,17,20,85.0,11,22,33,22,5,2,19,15,-5.0,0.5214285714285715,0.2857142857142857,19.427402862985684
16695,ORL,10/30/14,ORL vs. WAS,L,241,98,37,72,51.4,6,15,40.0,18,24,75.0,3,30,33,20,4,1,18,23,-7.0,0.5555555555555556,0.3333333333333333,17.899761336515514
16696,LAC,10/30/14,LAC vs. OKC,W,240,93,34,87,39.1,7,30,23.3,18,25,72.0,14,19,33,17,10,4,11,27,3.0,0.43103448275862066,0.28735632183908044,10.091743119266056
16697,MIN,10/30/14,MIN vs. DET,W,239,97,37,76,48.7,4,10,40.0,19,28,67.9,10,33,43,18,8,3,12,21,6.0,0.5131578947368421,0.3684210526315789,11.961722488038278
16701,MIA,10/29/14,MIA vs. WAS,W,239,107,39,81,48.1,9,28,32.1,20,23,87.0,12,32,44,20,9,3,14,17,12.0,0.5370370370370371,0.2839506172839506,13.318112633181126
