TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,,,,,,,,,,
SAS,1/5/18,SAS vs. PHX,W,239,103,41,87,47.1,11,30,36.7,10,18,55.6,7,37,44,21,15,6,15,16,14,,,,,,,,,,
TOR,1/5/18,TOR @ MIL,W,241,129,48,86,55.8,10,33,30.3,23,28,82.1,12,31,43,25,9,5,11,22,19,,,,,,,,,,
UTA,1/5/18,UTA @ DEN,L,241,91,38,84,45.2,12,33,36.4,3,6,50,8,45,53,26,7,5,17,16,-8,,,,,,,,,,
WAS,1/5/18,WAS @ MEM,W,240,102,33,84,39.3,10,27,37,26,34,76.5,12,36,48,21,7,7,13,23,2,,,,,,,,,,
GSW,1/4/18,GSW @ HOU,W,241,124,48,87,55.2,13,30,43.3,15,20,75,6,39,45,35,6,6,12,18,12,,,,,,,,,,
HOU,1/4/18,HOU vs. GSW,L,240,114,42,89,47.2,17,50,34,13,22,59.1,6,32,38,20,7,3,10,17,-10,,,,,,,,,,
LAC,1/4/18,LAC vs. OKC,L,240,117,45,100,45,9,30,30,18,23,78.3,15,30,45,29,5,2,10,15,-10,,,,,,,,,,
OKC,1/4/18,OKC @ LAC,W,240,127,51,95,53.7,15,34,44.1,10,14,71.4,11,35,46,23,4,6,13,23,12,,,,,,,,,,
BKN,1/3/18,BKN vs. MIN,W,241,98,37,72,51.4,14,30,46.7,10,11,90.9,4,34,38,22,3,3,19,23,1,,,,,,,,,,
BOS,1/3/18,BOS vs. CLE,W,242,102,41,92,44.6,12,36,33.3,8,11,72.7,9,43,52,27,9,2,15,20,14,,,,,,,,,,
CHI,1/3/18,CHI vs. TOR,L,241,115,43,93,46.2,13,33,39.4,16,19,84.2,9,34,43,29,5,2,13,20,-9,,,,,,,,,,
CLE,1/3/18,CLE @ BOS,L,242,88,31,89,34.8,8,32,25,18,18,100,9,39,48,16,6,7,14,17,-14,,,,,,,,,,
DAL,1/3/18,DAL vs. GSW,L,240,122,43,90,47.8,19,43,44.2,17,22,77.3,7,33,40,29,6,2,12,17,-3,,,,,,,,,,
DEN,1/3/18,DEN vs. PHX,W,240,134,51,82,62.2,12,27,44.4,20,22,90.9,8,40,48,35,8,9,20,16,23,,,,,,,,,,
DET,1/3/18,DET @ MIA,L,241,104,41,86,47.7,9,24,37.5,13,16,81.3,5,30,35,21,4,2,9,14,-7,,,,,,,,,,
GSW,1/3/18,GSW @ DAL,W,240,125,48,91,52.7,13,32,40.6,16,19,84.2,7,39,46,36,8,7,14,21,3,,,,,,,,,,
HOU,1/3/18,HOU @ ORL,W,240,116,42,89,47.2,15,34,44.1,17,21,81,9,42,51,25,6,3,15,19,18,,,,,,,,,,
IND,1/3/18,IND @ MIL,L,240,101,41,84,48.8,3,15,20,16,19,84.2,8,22,30,24,7,2,14,20,-21,,,,,,,,,,
LAL,1/3/18,LAL vs. OKC,L,240,96,38,92,41.3,11,33,33.3,9,15,60,16,29,45,24,5,4,17,10,-37,,,,,,,,,,
MIA,1/3/18,MIA vs. DET,W,241,111,43,84,51.2,17,34,50,8,11,72.7,7,34,41,29,6,3,12,16,7,,,,,,,,,,
MIL,1/3/18,MIL vs. IND,W,241,122,44,75,58.7,9,17,52.9,25,28,89.3,6,28,34,33,8,5,16,23,21,,,,,,,,,,
MIN,1/3/18,MIN @ BKN,L,240,97,36,80,45,1,11,9.1,24,30,80,7,25,32,10,9,4,8,12,-1,,,,,,,,,,
NOP,1/3/18,NOP @ UTA,W,240,108,41,82,50,14,30,46.7,12,12,100,7,35,42,23,8,2,20,18,10,,,,,,,,,,
NYK,1/3/18,NYK @ WAS,L,241,103,41,86,47.7,7,19,36.8,14,18,77.8,8,28,36,19,7,5,14,20,-18,,,,,,,,,,
OKC,1/3/18,OKC @ LAL,W,240,133,56,93,60.2,14,30,46.7,7,9,77.8,7,37,44,36,12,5,9,17,37,,,,,,,,,,
ORL,1/3/18,ORL vs. HOU,L,239,98,35,91,38.5,6,31,19.4,22,25,88,9,39,48,16,7,3,12,19,-18,,,,,,,,,,
PHI,1/3/18,PHI vs. SAS,W,240,112,36,80,45,7,22,31.8,33,43,76.7,13,32,45,23,10,5,13,21,6,,,,,,,,,,
PHX,1/3/18,PHX @ DEN,L,242,111,39,92,42.4,13,35,37.1,20,28,71.4,14,21,35,26,12,1,12,18,-23,,,,,,,,,,
SAS,1/3/18,SAS @ PHI,L,241,106,39,87,44.8,8,25,32,20,23,87,12,31,43,15,4,4,15,25,-6,,,,,,,,,,
TOR,1/3/18,TOR @ CHI,W,240,124,45,92,48.9,15,38,39.5,19,19,100,7,42,49,23,9,5,11,20,9,,,,,,,,,,
UTA,1/3/18,UTA vs. NOP,L,240,98,38,84,45.2,7,32,21.9,15,17,88.2,6,30,36,23,12,1,14,21,-10,,,,,,,,,,
WAS,1/3/18,WAS vs. NYK,W,240,121,48,81,59.3,9,23,39.1,16,26,61.5,6,36,42,27,9,5,12,21,18,,,,,,,,,,
ATL,1/2/18,ATL @ PHX,L,240,103,36,87,41.4,10,31,32.3,21,25,84,17,23,40,18,11,3,16,22,-1,,,,,,,,,,
CHA,1/2/18,CHA @ SAC,W,240,131,51,89,57.3,15,32,46.9,14,18,77.8,5,25,30,25,7,3,3,14,20,,,,,,,,,,
CLE,1/2/18,CLE vs. POR,W,241,127,43,83,51.8,13,32,40.6,28,37,75.7,8,32,40,28,11,4,10,17,17,,,,,,,,,,
LAC,1/2/18,LAC vs. MEM,W,241,113,39,71,54.9,9,23,39.1,26,31,83.9,4,30,34,23,5,3,19,24,8,,,,,,,,,,
MEM,1/2/18,MEM @ LAC,L,240,105,38,79,48.1,8,26,30.8,21,33,63.6,10,28,38,18,10,2,14,29,-8,,,,,,,,,,
NYK,1/2/18,NYK vs. SAS,L,240,91,35,87,40.2,7,22,31.8,14,18,77.8,12,38,50,21,5,7,14,23,-9,,,,,,,,,,
PHX,1/2/18,PHX vs. ATL,W,240,104,39,77,50.6,7,22,31.8,19,26,73.1,11,36,47,24,7,4,21,22,1,,,,,,,,,,
POR,1/2/18,POR @ CLE,L,241,110,42,90,46.7,13,32,40.6,13,19,68.4,13,30,43,25,5,5,15,29,-17,,,,,,,,,,
SAC,1/2/18,SAC vs. CHA,L,240,111,45,87,51.7,7,17,41.2,14,18,77.8,16,31,47,22,1,2,15,19,-20,,,,,,,,,,
SAS,1/2/18,SAS @ NYK,W,241,100,31,82,37.8,10,27,37,28,34,82.4,14,36,50,18,11,5,8,17,9,,,,,,,,,,
BKN,1/1/18,BKN vs. ORL,W,240,98,36,82,43.9,9,25,36,17,23,73.9,10,42,52,17,7,10,13,22,3,,,,,,,,,,
CHI,1/1/18,CHI vs. POR,L,265,120,45,104,43.3,11,27,40.7,19,23,82.6,15,43,58,28,5,7,12,21,-4,,,,,,,,,,
LAL,1/1/18,LAL @ MIN,L,240,96,34,76,44.7,8,26,30.8,20,29,69,9,28,37,18,12,4,24,25,-18,,,,,,,,,,
MIL,1/1/18,MIL @ TOR,L,265,127,44,93,47.3,13,27,48.1,26,28,92.9,10,33,43,27,9,3,14,23,-4,,,,,,,,,,
MIN,1/1/18,MIN vs. LAL,W,239,114,40,81,49.4,7,20,35,27,30,90,7,34,41,26,14,5,17,24,18,,,,,,,,,,
ORL,1/1/18,ORL @ BKN,L,241,95,35,96,36.5,6,31,19.4,19,25,76,19,33,52,16,5,5,12,18,-3,,,,,,,,,,
POR,1/1/18,POR @ CHI,W,266,124,47,108,43.5,14,33,42.4,16,18,88.9,12,38,50,25,7,5,8,16,4,,,,,,,,,,
TOR,1/1/18,TOR vs. MIL,W,264,131,45,91,49.5,14,33,42.4,27,33,81.8,6,34,40,25,8,8,12,20,4,,,,,,,,,,
BKN,12/31/17,BKN @ BOS,L,240,105,39,95,41.1,11,36,30.6,16,19,84.2,11,34,45,25,5,4,9,19,-3,,,,,,,,,,
BOS,12/31/17,BOS vs. BKN,W,241,108,39,79,49.4,14,33,42.4,16,25,64,8,42,50,21,7,8,17,22,3,,,,,,,,,,
CHA,12/31/17,CHA @ LAC,L,241,98,36,93,38.7,11,33,33.3,15,19,78.9,15,32,47,23,10,3,17,21,-8,,,,,,,,,,
CHI,12/31/17,CHI @ WAS,L,240,110,42,92,45.7,8,35,22.9,18,22,81.8,10,36,46,24,6,1,12,22,-4,,,,,,,,,,
DAL,12/31/17,DAL @ OKC,W,240,116,46,89,51.7,15,34,44.1,9,14,64.3,8,28,36,26,5,5,7,18,3,,,,,,,,,,
HOU,12/31/17,HOU vs. LAL,W,290,148,49,106,46.2,18,52,34.6,32,39,82.1,15,28,43,29,7,9,11,33,6,,,,,,,,,,
IND,12/31/17,IND vs. MIN,L,240,90,33,85,38.8,10,25,40,14,18,77.8,13,30,43,20,3,5,16,18,-17,,,,,,,,,,
LAC,12/31/17,LAC vs. CHA,W,241,106,36,76,47.4,10,28,35.7,24,27,88.9,6,36,42,24,9,5,16,21,8,,,,,,,,,,
LAL,12/31/17,LAL @ HOU,L,289,142,53,105,50.5,10,25,40,26,37,70.3,15,39,54,31,6,4,14,32,-6,,,,,,,,,,
MEM,12/31/17,MEM @ SAC,W,240,114,41,76,53.9,14,30,46.7,18,24,75,6,38,44,22,11,8,16,21,18,,,,,,,,,,
MIN,12/31/17,MIN @ IND,W,241,107,41,86,47.7,4,19,21.1,21,25,84,13,31,44,20,11,8,7,20,17,,,,,,,,,,
OKC,12/31/17,OKC vs. DAL,L,241,113,43,89,48.3,10,32,31.3,17,23,73.9,11,34,45,18,4,4,11,20,-3,,,,,,,,,,
PHI,12/31/17,PHI @ PHX,W,240,123,43,77,55.8,10,24,41.7,27,34,79.4,11,33,44,24,11,7,21,32,13,,,,,,,,,,
PHX,12/31/17,PHX vs. PHI,L,240,110,37,88,42,10,27,37,26,34,76.5,12,23,35,18,9,4,16,29,-13,,,,,,,,,,
SAC,12/31/17,SAC vs. MEM,L,241,96,37,86,43,9,24,37.5,13,25,52,12,30,42,20,6,2,16,21,-18,,,,,,,,,,
WAS,12/31/17,WAS vs. CHI,W,240,114,43,93,46.2,16,36,44.4,12,17,70.6,12,35,47,27,6,8,10,24,4,,,,,,,,,,
ATL,12/30/17,ATL vs. POR,W,241,104,40,89,44.9,14,30,46.7,10,15,66.7,13,32,45,29,12,3,13,16,15,,,,,,,,,,
CLE,12/30/17,CLE @ UTA,L,239,101,34,81,42,12,40,30,21,26,80.8,9,37,46,20,6,5,15,19,-3,,,,,,,,,,
DEN,12/30/17,DEN vs. PHI,L,240,102,35,87,40.2,7,32,21.9,25,34,73.5,10,38,48,18,10,9,13,12,-5,,,,,,,,,,
DET,12/30/17,DET vs. SAS,W,238,93,36,81,44.4,8,24,33.3,13,16,81.3,6,39,45,22,10,1,11,11,14,,,,,,,,,,
GSW,12/30/17,GSW vs. MEM,W,240,141,50,85,58.8,18,33,54.5,23,25,92,7,31,38,37,3,6,10,17,13,,,,,,,,,,
MEM,12/30/17,MEM @ GSW,L,242,128,49,94,52.1,15,21,71.4,15,22,68.2,13,25,38,29,6,0,7,22,-13,,,,,,,,,,
MIA,12/30/17,MIA @ ORL,W,241,117,45,88,51.1,12,24,50,15,18,83.3,11,29,40,24,6,2,8,17,6,,,,,,,,,,
NOP,12/30/17,NOP vs. NYK,L,240,103,38,84,45.2,6,26,23.1,21,27,77.8,4,44,48,24,3,5,10,19,-2,,,,,,,,,,
NYK,12/30/17,NYK @ NOP,W,241,105,41,94,43.6,5,19,26.3,18,21,85.7,9,42,51,24,6,7,6,24,2,,,,,,,,,,
ORL,12/30/17,ORL vs. MIA,L,241,111,44,81,54.3,12,27,44.4,11,15,73.3,9,28,37,31,2,9,12,20,-6,,,,,,,,,,
PHI,12/30/17,PHI @ DEN,W,240,107,45,93,48.4,8,24,33.3,9,10,90,7,34,41,34,6,3,13,25,5,,,,,,,,,,
POR,12/30/17,POR @ ATL,L,241,89,36,85,42.4,7,25,28,10,13,76.9,15,31,46,19,9,8,20,18,-15,,,,,,,,,,
SAS,12/30/17,SAS @ DET,L,242,79,31,84,36.9,5,26,19.2,12,13,92.3,10,36,46,18,8,5,14,13,-14,,,,,,,,,,
UTA,12/30/17,UTA vs. CLE,W,240,104,38,82,46.3,10,31,32.3,18,21,85.7,5,38,43,24,12,4,11,24,3,,,,,,,,,,
ATL,12/29/17,ATL @ TOR,L,241,98,38,88,43.2,9,24,37.5,13,20,65,14,34,48,21,6,7,18,15,-13,,,,,,,,,,
BKN,12/29/17,BKN @ MIA,W,240,111,39,79,49.4,11,26,42.3,22,25,88,8,46,54,25,8,4,18,23,24,,,,,,,,,,
CHA,12/29/17,CHA @ GSW,W,240,111,41,89,46.1,6,20,30,23,34,67.6,13,34,47,27,12,6,10,10,11,,,,,,,,,,
CHI,12/29/17,CHI vs. IND,W,240,119,43,85,50.6,18,39,46.2,15,15,100,7,33,40,31,6,4,15,20,12,,,,,,,,,,
DAL,12/29/17,DAL @ NOP,W,241,128,46,83,55.4,22,39,56.4,14,18,77.8,5,38,43,27,5,4,15,23,8,,,,,,,,,,
GSW,12/29/17,GSW vs. CHA,L,241,100,40,87,46,8,22,36.4,12,13,92.3,8,35,43,32,6,5,17,25,-11,,,,,,,,,,
HOU,12/29/17,HOU @ WAS,L,240,103,38,89,42.7,14,48,29.2,13,16,81.3,8,27,35,15,11,2,14,13,-18,,,,,,,,,,
IND,12/29/17,IND @ CHI,L,239,107,43,93,46.2,7,22,31.8,14,20,70,11,32,43,22,10,6,10,15,-12,,,,,,,,,,
LAC,12/29/17,LAC @ LAL,W,240,121,42,86,48.8,9,32,28.1,28,34,82.4,15,34,49,23,7,6,13,21,15,,,,,,,,,,
LAL,12/29/17,LAL vs. LAC,L,240,106,46,94,48.9,3,19,15.8,11,16,68.8,11,24,35,25,7,3,12,22,-15,,,,,,,,,,
MIA,12/29/17,MIA vs. BKN,L,239,87,30,89,33.7,3,26,11.5,24,31,77.4,12,31,43,12,9,3,11,18,-24,,,,,,,,,,
MIL,12/29/17,MIL @ OKC,W,239,97,40,85,47.1,9,29,31,8,17,47.1,12,31,43,26,9,7,9,23,2,,,,,,,,,,
NOP,12/29/17,NOP vs. DAL,L,241,120,42,85,49.4,8,31,25.8,28,32,87.5,4,27,31,28,8,6,8,19,-8,,,,,,,,,,
OKC,12/29/17,OKC vs. MIL,L,240,95,38,83,45.8,7,25,28,12,20,60,10,35,45,16,5,5,12,19,-2,,,,,,,,,,
PHX,12/29/17,PHX @ SAC,W,240,111,41,85,48.2,13,30,43.3,16,24,66.7,16,31,47,26,5,5,10,19,10,,,,,,,,,,
SAC,12/29/17,SAC vs. PHX,L,241,101,37,80,46.3,8,23,34.8,19,23,82.6,8,29,37,23,6,2,9,23,-10,,,,,,,,,,
TOR,12/29/17,TOR vs. ATL,W,240,111,46,105,43.8,13,37,35.1,6,8,75,19,32,51,22,9,15,11,22,13,,,,,,,,,,
WAS,12/29/17,WAS vs. HOU,W,241,121,47,88,53.4,18,36,50,9,12,75,10,35,45,23,12,5,16,15,18,,,,,,,,,,
BOS,12/28/17,BOS vs. HOU,W,239,99,37,82,45.1,8,29,27.6,17,24,70.8,10,34,44,18,9,8,16,22,1,,,,,,,,,,
DET,12/28/17,DET @ ORL,L,240,89,35,87,40.2,9,23,39.1,10,14,71.4,9,32,41,20,5,4,15,17,-13,,,,,,,,,,
HOU,12/28/17,HOU @ BOS,L,240,98,30,80,37.5,14,43,32.6,24,31,77.4,7,36,43,16,9,3,16,23,-1,,,,,,,,,,
MIL,12/28/17,MIL vs. MIN,W,239,102,41,75,54.7,5,15,33.3,15,16,93.8,7,29,36,23,10,0,16,18,6,,,,,,,,,,
MIN,12/28/17,MIN @ MIL,L,241,96,34,71,47.9,9,28,32.1,19,26,73.1,6,27,33,20,9,3,16,14,-6,,,,,,,,,,
NYK,12/28/17,NYK @ SAS,L,241,107,41,90,45.6,5,14,35.7,20,22,90.9,12,32,44,31,6,8,9,26,-12,,,,,,,,,,
ORL,12/28/17,ORL vs. DET,W,240,102,37,82,45.1,11,26,42.3,17,17,100,9,39,48,22,10,3,18,17,13,,,,,,,,,,
PHI,12/28/17,PHI @ POR,L,240,110,42,87,48.3,16,32,50,10,14,71.4,5,32,37,28,8,2,13,26,-4,,,,,,,,,,
POR,12/28/17,POR vs. PHI,W,240,114,35,75,46.7,8,24,33.3,36,47,76.6,8,39,47,15,7,3,15,18,4,,,,,,,,,,
SAS,12/28/17,SAS vs. NYK,W,240,119,41,80,51.3,9,20,45,28,39,71.8,10,33,43,28,2,4,9,18,12,,,,,,,,,,
ATL,12/27/17,ATL vs. WAS,W,241,113,41,94,43.6,11,37,29.7,20,29,69,16,37,53,28,7,7,11,21,14,,,,,,,,,,
BKN,12/27/17,BKN @ NOP,L,240,113,41,90,45.6,19,38,50,12,14,85.7,10,33,43,26,8,3,15,18,-15,,,,,,,,,,
BOS,12/27/17,BOS @ CHA,W,240,102,37,78,47.4,15,34,44.1,13,13,100,6,37,43,20,4,7,15,20,11,,,,,,,,,,
CHA,12/27/17,CHA vs. BOS,L,239,91,32,87,36.8,7,23,30.4,20,29,69,19,33,52,15,7,3,11,11,-11,,,,,,,,,,
CHI,12/27/17,CHI vs. NYK,W,240,92,35,86,40.7,10,28,35.7,12,16,75,4,46,50,23,9,3,15,15,5,,,,,,,,,,
CLE,12/27/17,CLE @ SAC,L,241,95,32,74,43.2,12,31,38.7,19,25,76,7,30,37,19,9,4,11,15,-14,,,,,,,,,,
DAL,12/27/17,DAL @ IND,W,240,98,40,78,51.3,8,29,27.6,10,15,66.7,4,31,35,26,7,3,9,12,4,,,,,,,,,,
DEN,12/27/17,DEN @ MIN,L,264,125,42,91,46.2,15,39,38.5,26,31,83.9,11,37,48,26,3,2,9,24,-3,,,,,,,,,,
GSW,12/27/17,GSW vs. UTA,W,239,126,51,86,59.3,11,23,47.8,13,17,76.5,4,46,50,37,8,7,16,18,25,,,,,,,,,,
IND,12/27/17,IND vs. DAL,L,240,94,38,79,48.1,10,25,40,8,10,80,7,32,39,27,8,4,15,17,-4,,,,,,,,,,
LAL,12/27/17,LAL vs. MEM,L,240,99,35,93,37.6,8,28,28.6,21,33,63.6,22,27,49,14,5,4,11,26,-10,,,,,,,,,,
MEM,12/27/17,MEM @ LAL,W,240,109,35,71,49.3,5,21,23.8,34,39,87.2,5,32,37,20,3,9,10,20,10,,,,,,,,,,
MIN,12/27/17,MIN vs. DEN,W,264,128,47,90,52.2,12,29,41.4,22,30,73.3,7,35,42,27,4,7,6,26,3,,,,,,,,,,
NOP,12/27/17,NOP vs. BKN,W,239,128,48,90,53.3,17,33,51.5,15,19,78.9,6,37,43,40,8,9,10,15,15,,,,,,,,,,
NYK,12/27/17,NYK @ CHI,L,241,87,37,91,40.7,4,23,17.4,9,13,69.2,7,44,51,21,6,5,12,17,-5,,,,,,,,,,
OKC,12/27/17,OKC vs. TOR,W,240,124,46,87,52.9,9,25,36,23,33,69.7,15,37,52,25,9,7,12,26,17,,,,,,,,,,
SAC,12/27/17,SAC vs. CLE,W,242,109,41,79,51.9,12,30,40,15,18,83.3,7,33,40,25,8,6,11,19,14,,,,,,,,,,
TOR,12/27/17,TOR @ OKC,L,240,107,36,85,42.4,11,38,28.9,24,26,92.3,7,27,34,24,9,4,11,29,-17,,,,,,,,,,
UTA,12/27/17,UTA @ GSW,L,241,101,37,92,40.2,6,23,26.1,21,27,77.8,10,33,43,21,10,2,13,22,-25,,,,,,,,,,
WAS,12/27/17,WAS @ ATL,L,240,99,35,81,43.2,9,24,37.5,20,26,76.9,9,31,40,24,6,5,13,24,-14,,,,,,,,,,
BKN,12/26/17,BKN @ SAS,L,240,97,39,93,41.9,12,32,37.5,7,9,77.8,12,33,45,23,5,0,13,18,-12,,,,,,,,,,
CHI,12/26/17,CHI @ MIL,W,241,115,45,103,43.7,10,28,35.7,15,25,60,15,32,47,26,11,3,6,19,9,,,,,,,,,,
DAL,12/26/17,DAL vs. TOR,W,241,98,40,94,42.6,6,24,25,12,16,75,16,40,56,20,5,11,13,24,5,,,,,,,,,,
DEN,12/26/17,DEN vs. UTA,W,242,107,39,81,48.1,11,30,36.7,18,22,81.8,10,43,53,23,3,1,9,21,24,,,,,,,,,,
DET,12/26/17,DET vs. IND,W,240,107,41,82,50,12,34,35.3,13,16,81.3,10,36,46,26,5,1,10,17,24,,,,,,,,,,
IND,12/26/17,IND @ DET,L,239,83,34,77,44.2,6,21,28.6,9,13,69.2,5,21,26,18,6,3,12,19,-24,,,,,,,,,,
LAC,12/26/17,LAC vs. SAC,W,241,122,44,81,54.3,13,31,41.9,21,27,77.8,9,40,49,31,7,8,13,13,27,,,,,,,,,,
MEM,12/26/17,MEM @ PHX,L,241,97,35,87,40.2,3,20,15,24,29,82.8,10,28,38,12,10,11,10,28,-2,,,,,,,,,,
MIA,12/26/17,MIA vs. ORL,W,241,107,41,91,45.1,11,33,33.3,14,17,82.4,16,37,53,22,11,5,15,20,18,,,,,,,,,,
MIL,12/26/17,MIL vs. CHI,L,241,106,39,83,47,10,31,32.3,18,24,75,4,37,41,23,2,8,17,21,-9,,,,,,,,,,
ORL,12/26/17,ORL @ MIA,L,243,89,33,81,40.7,5,20,25,18,22,81.8,10,32,42,14,8,5,17,20,-18,,,,,,,,,,
PHX,12/26/17,PHX vs. MEM,W,240,99,32,72,44.4,8,22,36.4,27,35,77.1,6,35,41,24,5,5,19,29,2,,,,,,,,,,
SAC,12/26/17,SAC @ LAC,L,240,95,40,96,41.7,7,22,31.8,8,12,66.7,10,27,37,25,11,7,9,19,-27,,,,,,,,,,
SAS,12/26/17,SAS vs. BKN,W,240,109,41,80,51.3,7,16,43.8,20,24,83.3,5,38,43,18,7,5,12,14,12,,,,,,,,,,
TOR,12/26/17,TOR @ DAL,L,240,93,30,89,33.7,9,31,29,24,32,75,16,37,53,16,10,7,10,24,-5,,,,,,,,,,
UTA,12/26/17,UTA @ DEN,L,241,83,27,84,32.1,10,35,28.6,19,23,82.6,12,30,42,19,7,0,7,22,-24,,,,,,,,,,
BOS,12/25/17,BOS vs. WAS,L,241,103,39,81,48.1,14,29,48.3,11,17,64.7,8,37,45,20,2,4,16,23,-8,,,,,,,,,,
CLE,12/25/17,CLE @ GSW,L,241,92,28,88,31.8,15,36,41.7,21,25,84,19,31,50,12,8,0,14,19,-7,,,,,,,,,,
GSW,12/25/17,GSW vs. CLE,W,240,99,38,82,46.3,10,37,27,13,17,76.5,10,37,47,28,7,7,15,18,7,,,,,,,,,,
HOU,12/25/17,HOU @ OKC,L,240,107,35,81,43.2,12,37,32.4,25,31,80.6,12,26,38,23,11,4,13,20,-5,,,,,,,,,,
LAL,12/25/17,LAL vs. MIN,L,240,104,40,92,43.5,10,30,33.3,14,20,70,13,24,37,21,10,1,12,16,-17,,,,,,,,,,
MIN,12/25/17,MIN @ LAL,W,240,121,49,84,58.3,11,32,34.4,12,14,85.7,7,35,42,30,9,4,15,13,17,,,,,,,,,,
NYK,12/25/17,NYK vs. PHI,L,239,98,38,94,40.4,4,15,26.7,18,28,64.3,18,27,45,18,7,5,10,21,-7,,,,,,,,,,
OKC,12/25/17,OKC vs. HOU,W,240,112,43,79,54.4,8,18,44.4,18,23,78.3,9,31,40,21,9,10,14,20,5,,,,,,,,,,
PHI,12/25/17,PHI @ NYK,W,239,105,35,82,42.7,10,28,35.7,25,30,83.3,12,36,48,21,7,7,15,22,7,,,,,,,,,,
WAS,12/25/17,WAS @ BOS,W,241,111,43,93,46.2,6,26,23.1,19,28,67.9,14,33,47,26,6,4,8,17,8,,,,,,,,,,
ATL,12/23/17,ATL vs. DAL,W,242,112,42,75,56,10,24,41.7,18,22,81.8,6,32,38,29,5,2,15,19,5,,,,,,,,,,
BKN,12/23/17,BKN @ IND,L,265,119,42,98,42.9,16,36,44.4,19,25,76,18,33,51,24,2,2,10,20,-4,,,,,,,,,,
BOS,12/23/17,BOS vs. CHI,W,240,117,44,92,47.8,12,32,37.5,17,21,81,8,38,46,29,9,5,5,18,25,,,,,,,,,,
CHA,12/23/17,CHA vs. MIL,W,240,111,36,74,48.6,9,21,42.9,30,40,75,9,34,43,22,2,7,16,20,5,,,,,,,,,,
CHI,12/23/17,CHI @ BOS,L,242,92,34,86,39.5,7,19,36.8,17,25,68,12,39,51,24,4,2,15,16,-25,,,,,,,,,,
DAL,12/23/17,DAL @ ATL,L,240,107,43,85,50.6,9,33,27.3,12,15,80,7,23,30,31,8,3,10,17,-5,,,,,,,,,,
DEN,12/23/17,DEN @ GSW,W,240,96,38,82,46.3,7,28,25,13,15,86.7,10,35,45,25,10,4,18,14,15,,,,,,,,,,
GSW,12/23/17,GSW vs. DEN,L,241,81,32,84,38.1,3,27,11.1,14,17,82.4,11,27,38,25,14,8,16,14,-15,,,,,,,,,,
IND,12/23/17,IND vs. BKN,W,264,123,47,90,52.2,10,23,43.5,19,24,79.2,7,34,41,31,8,9,8,25,4,,,,,,,,,,
LAC,12/23/17,LAC @ MEM,L,241,112,39,79,49.4,13,34,38.2,21,28,75,5,31,36,14,4,7,10,22,-3,,,,,,,,,,
LAL,12/23/17,LAL vs. POR,L,239,92,36,85,42.4,8,25,32,12,20,60,11,44,55,23,8,3,17,22,-3,,,,,,,,,,
MEM,12/23/17,MEM vs. LAC,W,239,115,40,90,44.4,13,31,41.9,22,25,88,15,32,47,28,5,5,9,26,3,,,,,,,,,,
MIA,12/23/17,MIA vs. NOP,L,240,94,36,85,42.4,10,32,31.3,12,15,80,13,25,38,18,4,3,13,19,-15,,,,,,,,,,
MIL,12/23/17,MIL @ CHA,L,240,106,42,87,48.3,8,26,30.8,14,17,82.4,7,28,35,25,4,2,9,32,-5,,,,,,,,,,
MIN,12/23/17,MIN @ PHX,W,240,115,42,84,50,6,16,37.5,25,29,86.2,13,34,47,18,6,6,14,21,9,,,,,,,,,,
NOP,12/23/17,NOP @ MIA,W,241,109,39,73,53.4,15,25,60,16,19,84.2,6,31,37,27,5,10,14,20,15,,,,,,,,,,
OKC,12/23/17,OKC @ UTA,W,239,103,39,88,44.3,12,29,41.4,13,16,81.3,15,30,45,18,9,5,7,16,14,,,,,,,,,,
ORL,12/23/17,ORL @ WAS,L,241,103,42,87,48.3,8,26,30.8,11,17,64.7,4,24,28,17,7,3,12,22,-27,,,,,,,,,,
PHI,12/23/17,PHI @ TOR,L,242,86,33,80,41.3,7,27,25.9,13,20,65,7,34,41,19,10,7,22,23,-16,,,,,,,,,,
PHX,12/23/17,PHX vs. MIN,L,239,106,40,86,46.5,11,32,34.4,15,24,62.5,9,27,36,24,5,4,13,22,-9,,,,,,,,,,
POR,12/23/17,POR @ LAL,W,241,95,39,95,41.1,10,25,40,7,14,50,9,38,47,19,7,8,11,15,3,,,,,,,,,,
SAC,12/23/17,SAC vs. SAS,L,240,99,40,86,46.5,12,22,54.5,7,11,63.6,9,33,42,21,2,2,10,17,-9,,,,,,,,,,
SAS,12/23/17,SAS @ SAC,W,241,108,44,88,50,11,23,47.8,9,11,81.8,7,37,44,29,3,1,8,11,9,,,,,,,,,,
TOR,12/23/17,TOR vs. PHI,W,242,102,35,85,41.2,9,27,33.3,23,26,88.5,7,36,43,18,15,6,17,20,16,,,,,,,,,,
UTA,12/23/17,UTA vs. OKC,L,241,89,33,72,45.8,6,26,23.1,17,20,85,6,31,37,16,3,2,12,13,-14,,,,,,,,,,
WAS,12/23/17,WAS vs. ORL,W,239,130,47,86,54.7,16,30,53.3,20,23,87,12,37,49,29,5,2,16,18,27,,,,,,,,,,
ATL,12/22/17,ATL @ OKC,L,241,117,44,85,51.8,15,32,46.9,14,17,82.4,7,20,27,28,12,3,15,24,-3,,,,,,,,,,
